"anzahl","vorname","geschlecht","position"
1,"Soley","w",1
1,"Soléa","w",1
1,"Sophia-Joana","w",1
1,"Soraya","w",1
1,"Soukaina","w",1
1,"Soé","w",1
1,"Stela","w",1
1,"Stephanie","w",1
1,"Suhejla","w",1
1,"Sumayya","w",1
1,"Sumeja","w",1
1,"Svea","w",1
1,"Szelia","w",1
1,"Tabea","w",1
1,"Tamara","w",1
1,"Tamina","w",1
1,"Taparak","w",1
1,"Tasnim","w",1
1,"Teli","w",1
1,"Tessnim","w",1
1,"Teyana","w",1
1,"Thaddea","w",1
1,"Theodora","w",1
1,"Thilda","w",1
1,"Tia","w",1
1,"Tialee","w",1
1,"Tiana","w",1
1,"Timeea","w",1
1,"Toleen","w",1
1,"Tomris","w",1
1,"Tuana","w",1
1,"Umaiza","w",1
1,"Valeria","w",1
1,"Vanessa","w",1
1,"Varnika","w",1
1,"Vera","w",1
1,"Veranica","w",1
1,"Veronika","w",1
1,"Vinar","w",1
1,"Viola","w",1
1,"Vivien","w",1
1,"Wafa","w",1
1,"Yade","w",1
1,"Yasemin","w",1
1,"Yassmin","w",1
1,"Ye","w",1
1,"Ylva","w",1
1,"Yumna","w",1
1,"Zahra","w",1
1,"Zaia","w",1
1,"Zara","w",1
1,"Zehra","w",1
1,"Zerya","w",1
1,"Zevin","w",1
1,"Zimal","w",1
1,"Zita","w",1
1,"Zoey","w",1
1,"Zofia","w",1
1,"Zoraya","w",1
1,"Zuzanna","w",1
1,"Zöhre","w",1
1,"Zümra","w",1
1,"Änne","w",1
1,"Abbas","m",1
1,"Abdallah","m",1
1,"Abdulaleem","m",1
1,"Abdullah","m",1
1,"Abdulmatin","m",1
1,"Abel","m",1
1,"Aboubacary","m",1
1,"Abu","m",1
1,"Adem","m",1
1,"Adonis","m",1
1,"Ahilan","m",1
1,"Ahmed","m",1
1,"Ahmet","m",1
1,"Alejandro-Mourice","m",1
1,"Aleksa","m",1
1,"Aleksej","m",1
1,"Alessandro","m",1
1,"Alfonso","m",1
1,"Alim","m",1
1,"Almuntasir","m",1
1,"Almutasim","m",1
1,"Altayeb","m",1
1,"Amant","m",1
1,"Amar","m",1
1,"Amarou","m",1
1,"Ameer","m",1
1,"Andrei","m",1
1,"André","m",1
1,"Andy","m",1
1,"Anthony","m",1
1,"Antoni","m",1
1,"Anwit","m",1
1,"Apojan","m",1
1,"Aran","m",1
1,"Aransh","m",1
1,"Arbnor","m",1
1,"Ardian","m",1
1,"Aren","m",1
1,"Ares-Matthias","m",1
1,"Ari","m",1
1,"Arik","m",1
1,"Arjan","m",1
1,"Armando","m",1
1,"Arne","m",1
1,"Artiom","m",1
1,"Arvid","m",1
1,"Arya","m",1
1,"Aryos","m",1
1,"Asher","m",1
1,"Asoh","m",1
1,"Atif","m",1
1,"August","m",1
1,"Augustin","m",1
1,"Aurelio","m",1
1,"Avend","m",1
1,"Avriel","m",1
1,"Ayden","m",1
1,"Ayman","m",1
1,"Ayoub","m",1
1,"Azad","m",1
1,"Azan","m",1
1,"Baran","m",1
1,"Barış","m",1
1,"Bas","m",1
1,"Basil","m",1
1,"Bastian","m",1
1,"Batu","m",1
1,"Bayezid","m",1
1,"Benedict","m",1
1,"Beniamin","m",1
1,"Berkay","m",1
1,"Berkhayat","m",1
1,"Beshr","m",1
1,"Bijan","m",1
1,"Björn","m",1
1,"Bruno","m",1
1,"Cain","m",1
1,"Camillo","m",1
1,"Cassian","m",1
1,"Chibuzor","m",1
1,"Claas","m",1
1,"Connor","m",1
1,"Conor","m",1
1,"Cosmo","m",1
1,"Cüneyt","m",1
1,"Dahlio","m",1
1,"Daljan","m",1
1,"Damian-George","m",1
1,"Damin","m",1
1,"Daniar","m",1
1,"Danilo","m",1
1,"Danny-Dean","m",1
1,"Darius","m",1
1,"Dawen","m",1
1,"Dawid","m",1
1,"Daymon","m",1
1,"Delian","m",1
1,"Devin","m",1
1,"Dilcan","m",1
1,"Dimal","m",1
1,"Djuliano","m",1
1,"Dogukan","m",1
1,"Dominic","m",1
1,"Dominick","m",1
1,"Doğukan","m",1
1,"Duy","m",1
1,"Dyce","m",1
1,"Ebubekir","m",1
1,"Edam","m",1
1,"Eddie","m",1
1,"Eden","m",1
1,"Edin","m",1
1,"Edis-Alp","m",1
1,"Egor","m",1
1,"Elia","m",1
1,"Elias-Alaric","m",1
1,"Elija","m",1
1,"Elijano","m",1
1,"Eliya","m",1
1,"Elliot","m",1
1,"Elyesa","m",1
1,"Emilijan","m",1
1,"Emliyan","m",1
1,"Emre","m",1
1,"Enzo","m",1
1,"Eric","m",1
1,"Ermiya","m",1
1,"Eseosa","m",1
1,"Eymen","m",1
1,"Eyram","m",1
1,"Eyüp","m",1
1,"Fabio","m",1
1,"Fabrice","m",1
1,"Faisal","m",1
1,"Falco","m",1
1,"Fenris","m",1
1,"Filip","m",1
1,"Filippo","m",1
1,"Finn-Luca","m",1
1,"Fino","m",1
1,"Flori","m",1
1,"Flynn","m",1
1,"Francesco","m",1
1,"Franz","m",1
1,"Fred","m",1
1,"Fredrick","m",1
1,"Georg","m",1
1,"George","m",1
1,"Georgios","m",1
1,"Ghali","m",1
1,"Giorgi-Gabriel","m",1
1,"Giulio","m",1
1,"Gorden","m",1
1,"Gordon","m",1
1,"Gosifenna","m",1
1,"Gustav","m",1
1,"Güney","m",1
1,"Habib","m",1
1,"Haider","m",1
1,"Haio","m",1
1,"Hanrui","m",1
1,"Happiness","m",1
1,"Harrison","m",1
1,"Harun","m",1
1,"Hasancan","m",1
1,"Hassan","m",1
1,"Hiyan","m",1
1,"Hüseyin","m",1
1,"Hızır","m",1
1,"Ian","m",1
1,"Ibraheem","m",1
1,"Ibrahim","m",1
1,"Ilan","m",1
1,"Ilyas","m",1
1,"Imano-Miran","m",1
1,"Indy","m",1
1,"Ioan","m",1
1,"Ioannis","m",1
1,"Isaiah-Ngambelo","m",1
1,"Ishak","m",1
1,"Israel","m",1
1,"Ivar","m",1
1,"Ivica","m",1
1,"Izaac","m",1
1,"İan","m",1
1,"Jakub","m",1
1,"Jamal","m",1
1,"Jannick","m",1
1,"Jarmo","m",1
1,"Jaro","m",1
1,"Jaron","m",1
1,"Jax","m",1
1,"Jeamy","m",1
1,"Jeffrey","m",1
1,"Jensen","m",1
1,"Jeppe","m",1
1,"Jeremiah","m",1
1,"Jiheng","m",1
1,"Jiyan","m",1
1,"Jodokus","m",1
1,"Joel","m",1
1,"Johan","m",1
1,"Jon","m",1
1,"Jonne","m",1
1,"Jonni","m",1
1,"Jori","m",1
1,"Joschua","m",1
1,"Jovin","m",1
1,"Jubayr","m",1
1,"Jun","m",1
1,"Junaid","m",1
1,"Junior","m",1
1,"Juri","m",1
1,"Justin","m",1
1,"Kaan","m",1
1,"Kacper","m",1
1,"Kalemie","m",1
1,"Kalilou","m",1
1,"Kamil","m",1
1,"Karim","m",1
1,"Kasim","m",1
1,"Kassim","m",1
1,"Kauri","m",1
1,"Kayan","m",1
1,"Keanu","m",1
1,"Keilor","m",1
1,"Kenael","m",1
1,"Kenshi","m",1
1,"Kenzo","m",1
1,"Keyan","m",1
1,"Kinan","m",1
1,"Kirill","m",1
1,"Klaas","m",1
1,"Konart","m",1
1,"Koni","m",1
1,"Konstantinos","m",1
1,"Kratos","m",1
1,"Larsson","m",1
1,"Laurence","m",1
1,"Laurin","m",1
1,"Leandro","m",1
1,"Leart","m",1
1,"Leh","m",1
1,"Lejs","m",1
1,"Len","m",1
1,"Lenneth","m",1
1,"Lenny","m",1
1,"Leonardo","m",1
1,"Leonel","m",1
1,"Leonhard","m",1
1,"Leonidas","m",1
1,"Leroy","m",1
1,"Levante","m",1
1,"Lewend","m",1
1,"Lewin","m",1
1,"Liam-Isaiah","m",1
1,"Liandré","m",1
1,"Lion","m",1
1,"Liopold","m",1
1,"Lissander","m",1
1,"Liu","m",1
1,"Liva","m",1
1,"Loan","m",1
1,"Loki","m",1
1,"Lonan","m",1
1,"Lorenz","m",1
1,"Lou","m",1
1,"Louie","m",1
1,"Lounès","m",1
1,"Lucian","m",1
1,"Ludwig","m",1
1,"Luka","m",1
1,"Lukash","m",1
1,"Lukáš","m",1
1,"Luqman","m",1
1,"Lyas","m",1
1,"Maddox","m",1
1,"Mahmut","m",1
1,"Makar","m",1
1,"Malek","m",1
1,"Maleo","m",1
1,"Malik-Mohamed","m",1
1,"Mansur","m",1
1,"Manuel","m",1
1,"Marcel","m",1
1,"Marcellus","m",1
1,"Marian","m",1
1,"Mariem","m",1
1,"Marijano","m",1
1,"Mario","m",1
1,"Mark","m",1
1,"Marko","m",1
1,"Markus","m",1
1,"Marlio","m",1
1,"Marlo","m",1
1,"Maro","m",1
1,"Mason","m",1
1,"Masroor","m",1
1,"Massimo","m",1
1,"Mattheo","m",1
1,"Matthis","m",1
1,"Matts","m",1
1,"Maté","m",1
1,"Maximilan","m",1
1,"Maël","m",1
1,"Melih","m",1
1,"Meo","m",1
1,"Mert","m",1
1,"Mervin","m",1
1,"Merxas","m",1
1,"Messam","m",1
1,"Mete","m",1
1,"Michael","m",1
1,"Michel","m",1
1,"Mikele","m",1
1,"Mikhail","m",1
1,"Mikkel","m",1
1,"Milas","m",1
1,"Mimoun","m",1
1,"Mino","m",1
1,"Miran-Can","m",1
1,"Mirazimullah","m",1
1,"Miraç","m",1
1,"Miron","m",1
1,"Miroslaw","m",1
1,"Mitan","m",1
1,"Mohamad","m",1
1,"Mubin","m",1
1,"Muhamed","m",1
1,"Munir","m",1
1,"Mustafa","m",1
1,"Mylan","m",1
1,"Nahom","m",1
1,"Namir","m",1
1,"Nasri","m",1
1,"Natanael","m",1
1,"Nathan","m",1
1,"Navid","m",1
1,"Nawid","m",1
1,"Nayel","m",1
1,"Neel","m",1
1,"Nemanja","m",1
1,"Nero","m",1
1,"Nic","m",1
1,"Niclas","m",1
1,"Nicolas","m",1
1,"Nihan","m",1
1,"Nihir","m",1
1,"Nik","m",1
1,"Nikas","m",1
1,"Nikita","m",1
1,"Nikola","m",1
1,"Nikolaj","m",1
1,"Nikolaos","m",1
1,"Nishan","m",1
1,"Noan","m",1
1,"Noël","m",1
1,"Ognyan","m",1
1,"Olaf","m",1
1,"Ole","m",1
1,"Oliar","m",1
1,"Osman","m",1
1,"Ozan","m",1
1,"Pablo","m",1
1,"Paris","m",1
1,"Pascal","m",1
1,"Patrice","m",1
1,"Peer","m",1
1,"Philian","m",1
1,"Philip","m",1
1,"Piar","m",1
1,"Pino","m",1
1,"Péha","m",1
1,"Quinten","m",1
1,"Quirin","m",1
1,"Rafael","m",1
1,"Ragnar","m",1
1,"Raman","m",1
1,"Ramazan","m",1
1,"Rami","m",1
1,"Raphael","m",1
1,"Rareș","m",1
1,"Refik","m",1
1,"René","m",1
1,"Reyansh","m",1
1,"Richard","m",1
1,"Riyad","m",1
1,"Rizgar","m",1
1,"Robbert","m",1
1,"Rohan","m",1
1,"Roman","m",1
1,"Rron","m",1
1,"Rufat","m",1
1,"Rumen","m",1
1,"Ryan","m",1
1,"Sajfullah","m",1
1,"Salah","m",1
1,"Saman","m",1
1,"Sami","m",1
1,"Samir","m",1
1,"Sammy","m",1
1,"Samuele","m",1
1,"Samvel","m",1
1,"Sanad","m",1
1,"Sarkhabon","m",1
1,"Schechmus","m",1
1,"Selim","m",1
1,"Selimhan","m",1
1,"Sergen","m",1
1,"Serhat","m",1
1,"Seyyid","m",1
1,"Shahm","m",1
1,"Shaho","m",1
1,"Shahram","m",1
1,"Shian","m",1
1,"Shravan","m",1
1,"Silas","m",1
1,"Simeon","m",1
1,"Sinan-Leif","m",1
1,"Sitki","m",1
1,"Slavoljub","m",1
1,"Solo","m",1
1,"Spiridon","m",1
1,"Spiros","m",1
1,"Stanislav","m",1
1,"Stanisław","m",1
1,"Stony","m",1
1,"Suleiman","m",1
1,"Sékou","m",1
1,"Sıraç","m",1
1,"Taim","m",1
1,"Taimoor","m",1
1,"Taio","m",1
1,"Tarek","m",1
1,"Tarje","m",1
1,"Teym","m",1
1,"Thien","m",1
1,"Thies","m",1
1,"Thomas","m",1
1,"Thore","m",1
1,"Thormund","m",1
1,"Thành","m",1
1,"Théo","m",1
1,"Tijl","m",1
1,"Til","m",1
1,"Timoleon","m",1
1,"Timon","m",1
1,"Timotej","m",1
1,"Tommy","m",1
1,"Tuan","m",1
1,"Valerij","m",1
1,"Vasilios","m",1
1,"Vefa","m",1
1,"Velimir","m",1
1,"Vince","m",1
1,"Vinzent","m",1
1,"Vito","m",1
1,"Wanja","m",1
1,"Wany","m",1
1,"Welat","m",1
1,"Wilhelm","m",1
1,"Willem","m",1
1,"William","m",1
1,"Wolfgang","m",1
1,"Wudi","m",1
1,"Wunpini","m",1
1,"Xin-Ping","m",1
1,"Yagiz","m",1
1,"Yahya","m",1
1,"Yakup","m",1
1,"Yaman","m",1
1,"Yanis","m",1
1,"Yaser","m",1
1,"Yasin","m",1
1,"Yassin","m",1
1,"Yaşar","m",1
1,"Yibai","m",1
1,"Yigit","m",1
1,"Yiğit","m",1
1,"Yohan","m",1
1,"Yosyas","m",1
1,"Youssef","m",1
1,"Yusuf","m",1
1,"Yvael","m",1
1,"Yücel","m",1
1,"Zaid","m",1
1,"Zain","m",1
1,"Zaineddin","m",1
1,"Zanon","m",1
1,"Zedat","m",1
1,"Zeyad","m",1
1,"Zeyd","m",1
1,"Ziya","m",1
1,"Ábel","m",1
1,"Álvaro","m",1
1,"Ömer","m",1
1,"Ștefan","m",1
1,"Abieyuwa","w",2
1,"Ada","w",2
1,"Adele","w",2
1,"Ahmed","w",2
1,"Aisha","w",2
1,"Albenova","w",2
1,"Aleksandrova","w",2
1,"Alessandra","w",2
1,"Alexis","w",2
1,"Ali","w",2
1,"Alice","w",2
1,"Alicia","w",2
1,"Alva","w",2
1,"Amelia","w",2
1,"Amira","w",2
1,"Amour","w",2
1,"Amélie","w",2
1,"Anahid","w",2
1,"Andia","w",2
1,"Andrea","w",2
1,"Aneni","w",2
1,"Anita","w",2
1,"Anmol","w",2
1,"Annika","w",2
1,"Anwen","w",2
1,"Arizona","w",2
1,"Atanaskova","w",2
1,"Auguste","w",2
1,"Aurora","w",2
1,"Aurélie","w",2
1,"Ava","w",2
1,"Ayla","w",2
1,"Aylin","w",2
1,"Aziz","w",2
1,"Barbara","w",2
1,"Bethesda","w",2
1,"Bhavesh","w",2
1,"Bianca","w",2
1,"Bilguissa","w",2
1,"Binta","w",2
1,"Birgit","w",2
1,"Carmen","w",2
1,"Carolina","w",2
1,"Cataleya","w",2
1,"Catalina","w",2
1,"Catharina","w",2
1,"Charlie","w",2
1,"Charlotta","w",2
1,"Chenyi","w",2
1,"Chiara","w",2
1,"Chloé","w",2
1,"Claire","w",2
1,"Clara","w",2
1,"Cleo","w",2
1,"Cloé","w",2
1,"Corfina","w",2
1,"Corinna","w",2
1,"Cäcilia","w",2
1,"Cédrine","w",2
1,"Dahlia","w",2
1,"Dalan","w",2
1,"Dam","w",2
1,"Daniella","w",2
1,"Destiny","w",2
1,"Diane","w",2
1,"Donna","w",2
1,"Dorothea","w",2
1,"Dorothée","w",2
1,"Dua","w",2
1,"Duaa","w",2
1,"Dzhanerova","w",2
1,"Dzhevadova","w",2
1,"Dünya","w",2
1,"Edda","w",2
1,"Efua","w",2
1,"Elayla","w",2
1,"Elektra","w",2
1,"Eleonora","w",2
1,"Elfriede","w",2
1,"Elgun","w",2
1,"Elia","w",2
1,"Eliane","w",2
1,"Elif","w",2
1,"Elina","w",2
1,"Eline","w",2
1,"Elise","w",2
1,"Ellie","w",2
1,"Elonga","w",2
1,"Eloé","w",2
1,"Elsa","w",2
1,"Emelie","w",2
1,"Emilova","w",2
1,"Emmi","w",2
1,"Emmy","w",2
1,"Erika","w",2
1,"Erin","w",2
1,"Esmé","w",2
1,"Evelina","w",2
1,"Evîn","w",2
1,"Eylül","w",2
1,"Fatou","w",2
1,"Fee","w",2
1,"Felicia","w",2
1,"Feline","w",2
1,"Fey","w",2
1,"Filipova","w",2
1,"Fiona","w",2
1,"Florence","w",2
1,"Florentine","w",2
1,"Franziska","w",2
1,"Freyja","w",2
1,"Frida","w",2
1,"Gabriela","w",2
1,"Gerda","w",2
1,"Gertrud","w",2
1,"Gesa","w",2
1,"Grace","w",2
1,"Greater","w",2
1,"Habibeh","w",2
1,"Hanna","w",2
1,"Hayal","w",2
1,"Hayriye","w",2
1,"Hazel","w",2
1,"Heidi","w",2
1,"Hiba","w",2
1,"Hilda","w",2
1,"Hilde","w",2
1,"Hildegard","w",2
1,"Hilla","w",2
1,"Hoa","w",2
1,"Hope","w",2
1,"Hristinova","w",2
1,"Hristova","w",2
1,"Hân","w",2
1,"Ievgen'evna","w",2
1,"Ikra","w",2
1,"Ilayda","w",2
1,"Ilyana","w",2
1,"Imane","w",2
1,"Irene","w",2
1,"Isabella","w",2
1,"Janiyah","w",2
1,"Jaqueline","w",2
1,"Jaroslava","w",2
1,"Jessica","w",2
1,"Johanne","w",2
1,"Joline","w",2
1,"Jorid","w",2
1,"Josephina","w",2
1,"Juanna","w",2
1,"Judith","w",2
1,"Julia","w",2
1,"Julie","w",2
1,"Jutta","w",2
1,"Kaia","w",2
1,"Kailash","w",2
1,"Karin","w",2
1,"Karolina","w",2
1,"Katarína","w",2
1,"Kate","w",2
1,"Katja","w",2
1,"Kenza","w",2
1,"Kimya","w",2
1,"Klara","w",2
1,"Kossiwah","w",2
1,"Kristin","w",2
1,"Käthe","w",2
1,"Laila","w",2
1,"Lara","w",2
1,"Leah","w",2
1,"Leonor","w",2
1,"Leyla","w",2
1,"Lianaovna","w",2
1,"Liliana","w",2
1,"Lilli","w",2
1,"Lily","w",2
1,"Linnea","w",2
1,"Liora","w",2
1,"Lisa","w",2
1,"Liya","w",2
1,"Loni","w",2
1,"Loreen","w",2
1,"Lotta","w",2
1,"Lotte","w",2
1,"Lovis","w",2
1,"Lucretia","w",2
1,"Luzia","w",2
1,"Lydia","w",2
1,"Lynn","w",2
1,"Lívia","w",2
1,"Mahdi","w",2
1,"Mai","w",2
1,"Maja","w",2
1,"Malea","w",2
1,"Maleen","w",2
1,"Malie","w",2
1,"Malin","w",2
1,"Malu","w",2
1,"Manouk","w",2
1,"Marcella","w",2
1,"Maria-Nathalia","w",2
1,"Mariel","w",2
1,"Marijana","w",2
1,"Marina","w",2
1,"Marlen","w",2
1,"Martina","w",2
1,"Matilda","w",2
1,"Mavi","w",2
1,"Mayleen","w",2
1,"Mbimbu","w",2
1,"Meeri","w",2
1,"Meggan","w",2
1,"Melek","w",2
1,"Melinda","w",2
1,"Meline","w",2
1,"Meliya","w",2
1,"Mendis","w",2
1,"Merveille","w",2
1,"Meryem","w",2
1,"Meva","w",2
1,"Michelle","w",2
1,"Minel","w",2
1,"Minh","w",2
1,"Mira","w",2
1,"Momo","w",2
1,"Muath","w",2
1,"Mulema","w",2
1,"Mwaba","w",2
1,"Máirín","w",2
1,"N'keng","w",2
1,"Nafija","w",2
1,"Naira","w",2
1,"Nalu","w",2
1,"Nasli","w",2
1,"Natalia","w",2
1,"Nele","w",2
1,"Neval","w",2
1,"Nihan","w",2
1,"Nimi","w",2
1,"Nimue","w",2
1,"Noor","w",2
1,"Nora","w",2
1,"Nour","w",2
1,"Nyamekye","w",2
1,"Nzolana","w",2
1,"Océane","w",2
1,"Omosalewa","w",2
1,"Orobosa","w",2
1,"Osahenrumwen","w",2
1,"Patricia","w",2
1,"Paulin","w",2
1,"Pelita","w",2
1,"Penelope","w",2
1,"Philippa","w",2
1,"Quinn","w",2
1,"Rabiha","w",2
1,"Ran","w",2
1,"Rani","w",2
1,"Raïhanatou","w",2
1,"Renate","w",2
1,"Rey","w",2
1,"Rita","w",2
1,"Romy","w",2
1,"Roos","w",2
1,"Rosali","w",2
1,"Rosalie","w",2
1,"Rosemarie","w",2
1,"Saba","w",2
1,"Sabine","w",2
1,"Samantha","w",2
1,"Samira","w",2
1,"Sandeep","w",2
1,"Sarabi","w",2
1,"Sativa","w",2
1,"Serra","w",2
1,"Sevdalinova","w",2
1,"Seyla","w",2
1,"Shalimar","w",2
1,"Shiraz","w",2
1,"Siarheevna","w",2
1,"Sibylle","w",2
1,"Siddhiksha","w",2
1,"Silvia","w",2
1,"Skadi","w",2
1,"Stefanie","w",2
1,"Stoycheva","w",2
1,"Sumejra","w",2
1,"Susuezo","w",2
1,"Svetlinova","w",2
1,"Sylvia","w",2
1,"Sümeyye","w",2
1,"Tabea","w",2
1,"Tagirovna","w",2
1,"Talea","w",2
1,"Tamira","w",2
1,"Türkan","w",2
1,"Ute-Irmgard","w",2
1,"Ute","w",2
1,"Vasilijevna","w",2
1,"Wael","w",2
1,"Walentina","w",2
1,"Wendpouyire","w",2
1,"Wilhelmine","w",2
1,"Wilma","w",2
1,"Xiaoya","w",2
1,"Yulieva","w",2
1,"Yunxi","w",2
1,"Zelimkhanovna","w",2
1,"Zion","w",2
1,"Zoe","w",2
1,"Zoha","w",2
1,"Zoja","w",2
1,"Émeline","w",2
1,"Ëlea","w",2
1,"Ürkiye","w",2
1,"Abdelmoez","m",2
1,"Adelin","m",2
1,"Afoh","m",2
1,"Akari","m",2
1,"Akeem","m",2
1,"Akif","m",2
1,"Alif","m",2
1,"Alp","m",2
1,"Alvar","m",2
1,"Amadeus","m",2
1,"Amar","m",2
1,"Amin","m",2
1,"Andranik","m",2
1,"André","m",2
1,"Ange","m",2
1,"Anh","m",2
1,"Aria","m",2
1,"Arif","m",2
1,"Arkona","m",2
1,"Arman","m",2
1,"Arno","m",2
1,"Arthur","m",2
1,"Asenov","m",2
1,"Asim","m",2
1,"Athwal","m",2
1,"August","m",2
1,"Aurelian","m",2
1,"Babak","m",2
1,"Babatunde","m",2
1,"Bakr","m",2
1,"Bedrettin","m",2
1,"Bela","m",2
1,"Ben","m",2
1,"Benjamin","m",2
1,"Bilal","m",2
1,"Bilaly","m",2
1,"Bo","m",2
1,"Bruno","m",2
1,"Burak","m",2
1,"Cao","m",2
1,"Carlos","m",2
1,"Caspar","m",2
1,"Cassiel","m",2
1,"Cesar","m",2
1,"Chengxuan","m",2
1,"Chidubem","m",2
1,"Chima","m",2
1,"Chinonso","m",2
1,"Christoph","m",2
1,"Chukwubuikem","m",2
1,"Ciarán","m",2
1,"Collin","m",2
1,"Connor","m",2
1,"Constantin","m",2
1,"Cornelius","m",2
1,"Cosmo","m",2
1,"Damyanov","m",2
1,"Daniel","m",2
1,"Danis","m",2
1,"Darwisch","m",2
1,"Dastan","m",2
1,"Dewran","m",2
1,"Dion","m",2
1,"Dries","m",2
1,"Dursun","m",2
1,"Duy","m",2
1,"Dylan","m",2
1,"Ede","m",2
1,"Eduard","m",2
1,"Ege","m",2
1,"Eldar","m",2
1,"Emiliano","m",2
1,"Emin","m",2
1,"Emir","m",2
1,"Erick","m",2
1,"Ernst","m",2
1,"Etem","m",2
1,"Etienne","m",2
1,"Fabian","m",2
1,"Fabijano","m",2
1,"Fedorovič","m",2
1,"Felias","m",2
1,"Fenrir","m",2
1,"Francis","m",2
1,"Frank","m",2
1,"Franz","m",2
1,"François","m",2
1,"Frederic","m",2
1,"Fredi","m",2
1,"Fridolin","m",2
1,"Fynn","m",2
1,"Garby","m",2
1,"George","m",2
1,"Gerhard","m",2
1,"Ghali","m",2
1,"Glen","m",2
1,"Guillermo","m",2
1,"Günter","m",2
1,"Hak","m",2
1,"Hamit","m",2
1,"Hans","m",2
1,"Hao","m",2
1,"Hartmut","m",2
1,"Hatim","m",2
1,"Haydar","m",2
1,"Hennes","m",2
1,"Henning","m",2
1,"Henrie","m",2
1,"Henrik","m",2
1,"Heysam","m",2
1,"Hoyin","m",2
1,"Hugo","m",2
1,"Ilias","m",2
1,"Io","m",2
1,"Iohannes-Heorhevič","m",2
1,"Ionut","m",2
1,"Isa","m",2
1,"Isaac","m",2
1,"Ismet","m",2
1,"Issa","m",2
1,"Ivanovič","m",2
1,"Jack","m",2
1,"Jacob","m",2
1,"Jamal","m",2
1,"James","m",2
1,"Jan","m",2
1,"Jared","m",2
1,"Jaro","m",2
1,"Javier","m",2
1,"Jayden","m",2
1,"Jayson","m",2
1,"Jens","m",2
1,"Jeremiah","m",2
1,"Joan","m",2
1,"Joeygold","m",2
1,"Johan","m",2
1,"Jona","m",2
1,"Jordy","m",2
1,"Joscha","m",2
1,"Joshua","m",2
1,"José","m",2
1,"Jura","m",2
1,"Juri","m",2
1,"Justin","m",2
1,"Justus","m",2
1,"Kaitochukwu","m",2
1,"Kampto","m",2
1,"Karan","m",2
1,"Kaspar","m",2
1,"Kekeli","m",2
1,"Kemal","m",2
1,"Keno","m",2
1,"Kerem","m",2
1,"Kian","m",2
1,"Kilian","m",2
1,"Klaas","m",2
1,"Konrad","m",2
1,"Korshie","m",2
1,"Kosmas","m",2
1,"Kovan","m",2
1,"Kuzey","m",2
1,"Kuzuela","m",2
1,"Kylian","m",2
1,"Lawal","m",2
1,"Leen","m",2
1,"Lenn","m",2
1,"Leopardo","m",2
1,"Lev","m",2
1,"Li","m",2
1,"Liam","m",2
1,"Libor","m",2
1,"Lim","m",2
1,"Limas","m",2
1,"Lion","m",2
1,"Livian","m",2
1,"Loki","m",2
1,"Lorenzo","m",2
1,"Lori","m",2
1,"Lou","m",2
1,"Luan","m",2
1,"Lucian","m",2
1,"Luis","m",2
1,"Luka","m",2
1,"Lyan","m",2
1,"Léon","m",2
1,"Malte","m",2
1,"Malulu","m",2
1,"Manolo","m",2
1,"Manuel","m",2
1,"Mario","m",2
1,"Markus","m",2
1,"Marlon","m",2
1,"Marquise","m",2
1,"Mateo","m",2
1,"Matheo","m",2
1,"Mathéo","m",2
1,"Mattheo","m",2
1,"Mauritius","m",2
1,"Maxim","m",2
1,"Mbanisa","m",2
1,"Meikel","m",2
1,"Melchior","m",2
1,"Micha","m",2
1,"Michele","m",2
1,"Miguel","m",2
1,"Milan","m",2
1,"Milenov","m",2
1,"Mingxuan","m",2
1,"Mino","m",2
1,"Miray","m",2
1,"Miroslav","m",2
1,"Mitkov","m",2
1,"Mohamed","m",2
1,"Mokhtar","m",2
1,"Moritz","m",2
1,"Mustafa","m",2
1,"Nael","m",2
1,"Narendra","m",2
1,"Nasirudeen","m",2
1,"Nate","m",2
1,"Nathanael","m",2
1,"Navid","m",2
1,"Necati","m",2
1,"Neo","m",2
1,"Ngoc","m",2
1,"Nicholas","m",2
1,"Nico","m",2
1,"Nicolas","m",2
1,"Nikolaus","m",2
1,"Norbert","m",2
1,"Noél","m",2
1,"Ole","m",2
1,"Oluwaferanmi","m",2
1,"Omar","m",2
1,"Onosatale","m",2
1,"Osakpolor","m",2
1,"Osayogie","m",2
1,"Ossip","m",2
1,"Owen","m",2
1,"Patrick","m",2
1,"Paulo","m",2
1,"Pavel","m",2
1,"Phil","m",2
1,"Philip","m",2
1,"Phillip","m",2
1,"Pierre","m",2
1,"Raaif","m",2
1,"Radoslav","m",2
1,"Rafael","m",2
1,"Raimond","m",2
1,"Ralf","m",2
1,"Ramon","m",2
1,"Rasmus","m",2
1,"Reddy","m",2
1,"Reilly","m",2
1,"Reyk","m",2
1,"Richie","m",2
1,"Robin","m",2
1,"Rodi","m",2
1,"Rudi","m",2
1,"Rudolf","m",2
1,"Saad","m",2
1,"Sadjad","m",2
1,"Sahin","m",2
1,"Said","m",2
1,"Samir","m",2
1,"Samu","m",2
1,"Sander","m",2
1,"Sandro","m",2
1,"Santiago","m",2
1,"Sean","m",2
1,"Sebastian","m",2
1,"Sevinchov","m",2
1,"Shams","m",2
1,"Shinaayomi","m",2
1,"Stefano","m",2
1,"Stoyanov","m",2
1,"Suhair","m",2
1,"Taavi","m",2
1,"Tane","m",2
1,"Taqi","m",2
1,"Teoman","m",2
1,"Thomas","m",2
1,"Tiago","m",2
